alert_id,rule_id,customer_key,date_key,calendar_date,trigger_amount,trigger_txn_count,detail,score,score_percentile,tier,priority,split,is_true_positive,reason_1,reason_2,reason_3,top_mitigant
R003-733-84,R003,733,84,2025-11-24,41995.72,2.0,pass-through ratio 168.0% within 72h,2.601408523400869e-05,0.1416,T3_thirty_day,deferred,train,0,7-day wire value,90-day debit value,30-day wire value,30-day largest transaction
R003-733-86,R003,733,86,2025-11-26,38221.36,3.0,pass-through ratio 276.0% within 72h,8.282136788162177e-06,0.0918,T3_thirty_day,deferred,train,0,90-day debit value,30-day wire value,7-day wire value,90-day wire value
R003-736-152,R003,736,152,2026-01-31,180506.87,2.0,pass-through ratio 95.0% within 72h,0.0077693641296315,0.6339,T2_five_day,review,holdout,0,cash-intensive business type,7-day wire value,90-day debit value,share of 30-day credits arriving as cash
R003-738-44,R003,738,44,2025-10-15,21590.22,2.0,pass-through ratio 88.0% within 72h,0.58401343215858,0.9273,T1_same_day,review,train,0,cash-intensive business type,politically exposed person flag,30-day largest transaction,share of 30-day credits arriving as cash
R003-738-169,R003,738,169,2026-02-17,90992.41,1.0,pass-through ratio 91.0% within 72h,0.3159453582781677,0.8963,T2_five_day,review,holdout,0,cash-intensive business type,politically exposed person flag,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-740-169,R003,740,169,2026-02-17,54428.31,5.0,pass-through ratio 99.0% within 72h,0.0619263693612632,0.8029,T2_five_day,review,holdout,0,cash-intensive business type,30-day wire value,90-day debit value,share of 30-day credits arriving as cash
R003-746-9,R003,746,9,2025-09-10,44253.69,2.0,pass-through ratio 92.0% within 72h,0.0820753244521712,0.8219,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-746-104,R003,746,104,2025-12-14,140176.12,7.0,pass-through ratio 95.0% within 72h,0.3566828878478321,0.9027,T1_same_day,review,train,0,cash-intensive business type,7-day wire value,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-748-137,R003,748,137,2026-01-16,54966.78,1.0,pass-through ratio 87.0% within 72h,0.6963380615976097,0.9357,T1_same_day,review,valid,0,cash-intensive business type,90-day out-of-hours transaction count,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-758-82,R003,758,82,2025-11-22,24245.96,2.0,pass-through ratio 147.0% within 72h,0.0001512083563317,0.2571,T3_thirty_day,review,train,0,occupation or business type auto dealer,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R003-758-166,R003,758,166,2026-02-14,33446.85,3.0,pass-through ratio 97.0% within 72h,0.0762469326775171,0.8169,T2_five_day,review,holdout,0,occupation or business type auto dealer,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R003-765-166,R003,765,166,2026-02-14,100306.45,6.0,pass-through ratio 84.0% within 72h,0.016703964286009,0.7054,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R003-768-22,R003,768,22,2025-09-23,18438.63,3.0,pass-through ratio 152.0% within 72h,0.0121589032571363,0.6754,T2_five_day,review,train,0,share of 30-day credits arriving as cash,home province ON,90-day out-of-hours transaction count,cash-intensive business type
R003-768-39,R003,768,39,2025-10-10,69625.65,3.0,pass-through ratio 91.0% within 72h,0.000297080218497,0.3153,T3_thirty_day,review,train,0,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R003-768-63,R003,768,63,2025-11-03,184542.41,3.0,pass-through ratio 85.0% within 72h,2.711914246109187e-06,0.0593,T3_thirty_day,deferred,train,0,90-day debit value,7-day largest transaction,90-day total value,cash-intensive business type
R003-774-132,R003,774,132,2026-01-11,124642.08,2.0,pass-through ratio 93.0% within 72h,0.4085144327076114,0.909,T1_same_day,review,valid,0,occupation or business type money services,cash-intensive business type,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-791-169,R003,791,169,2026-02-17,56657.11,1.0,pass-through ratio 97.0% within 72h,0.0362967759735079,0.7669,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-793-92,R003,793,92,2025-12-02,15000.0,1.0,pass-through ratio 167.0% within 72h,0.028461964404083,0.7486,T2_five_day,review,train,0,share of 30-day credits arriving as cash,30-day cash credit volume,90-day transaction count,cash-intensive business type
R003-793-109,R003,793,109,2025-12-19,16921.5,1.0,pass-through ratio 89.0% within 72h,0.0002479304033385,0.2987,T3_thirty_day,review,train,0,30-day value with high-risk jurisdictions,30-day cash credit volume,90-day total value,30-day high-risk jurisdiction count
R003-801-83,R003,801,83,2025-11-23,18594.08,2.0,pass-through ratio 192.0% within 72h,0.0093126132092132,0.65,T2_five_day,review,train,0,share of 30-day credits arriving as cash,30-day cash credit volume,home province ON,cash-intensive business type
R003-801-139,R003,801,139,2026-01-18,18427.21,3.0,pass-through ratio 81.0% within 72h,0.032727570542378,0.7598,T2_five_day,review,valid,0,share of 30-day credits arriving as cash,home province ON,7-day value with high-risk jurisdictions,cash-intensive business type
R003-801-154,R003,801,154,2026-02-02,22125.81,6.0,pass-through ratio 173.0% within 72h,0.0045863910891681,0.5818,T3_thirty_day,review,holdout,0,share of 30-day credits arriving as cash,30-day value with high-risk jurisdictions,90-day debit value,cash-intensive business type
R003-810-70,R003,810,70,2025-11-10,206759.32,2.0,pass-through ratio 87.0% within 72h,0.8380487938990072,0.9459,T1_same_day,review,train,0,30-day cash credit volume,7-day wire value,30-day cash credit count,90-day wire value
R003-810-72,R003,810,72,2025-11-12,22201.91,2.0,pass-through ratio 814.0% within 72h,0.2778070886636019,0.8897,T2_five_day,review,train,0,7-day largest transaction,30-day cash credit volume,90-day total value,30-day largest transaction
R003-810-125,R003,810,125,2026-01-04,132013.76,1.0,pass-through ratio 97.0% within 72h,0.9402560239955584,0.9609,T1_same_day,review,valid,0,90-day total value,30-day cash credit volume,90-day credit value,cash-intensive business type
R003-815-128,R003,815,128,2026-01-07,25000.0,4.0,pass-through ratio 300.0% within 72h,0.0107963022842291,0.6639,T2_five_day,review,valid,1,cash-intensive business type,7-day round-value transaction count,30-day largest transaction,share of 30-day credits arriving as cash
R003-815-140,R003,815,140,2026-01-19,50000.0,2.0,pass-through ratio 101.0% within 72h,0.6013616678066612,0.9286,T1_same_day,review,valid,1,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,share of transactions at round values,7-day high-risk jurisdiction count
R003-815-142,R003,815,142,2026-01-21,25000.0,1.0,pass-through ratio 80.0% within 72h,0.8998920676001617,0.9543,T1_same_day,review,valid,1,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,share of transactions at round values,7-day high-risk jurisdiction count
R003-815-145,R003,815,145,2026-01-24,25000.0,3.0,pass-through ratio 500.0% within 72h,0.998254662766444,0.9884,T1_same_day,review,valid,1,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,30-day high-risk jurisdiction count
R003-833-14,R003,833,14,2025-09-15,89327.38,2.0,pass-through ratio 95.0% within 72h,0.260843439375279,0.887,T2_five_day,review,train,1,cash-intensive business type,7-day wire value,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R003-833-17,R003,833,17,2025-09-18,37806.2,2.0,pass-through ratio 261.0% within 72h,0.9878238570950476,0.9778,T1_same_day,review,train,1,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day wire value,share of 30-day credits arriving as cash
R003-833-20,R003,833,20,2025-09-21,70593.94,1.0,pass-through ratio 115.0% within 72h,0.9998765422049024,0.9948,T1_same_day,review,train,1,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day wire value,90-day wire value
R003-833-21,R003,833,21,2025-09-22,84574.66,1.0,pass-through ratio 96.0% within 72h,0.999695624655194,0.9937,T1_same_day,review,train,1,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day wire value,90-day wire value
R003-833-28,R003,833,28,2025-09-29,63307.52,4.0,pass-through ratio 227.0% within 72h,0.9983008192325208,0.9886,T1_same_day,review,train,1,30-day value with high-risk jurisdictions,30-day wire value,7-day value with high-risk jurisdictions,90-day wire value
R003-833-29,R003,833,29,2025-09-30,80302.03,5.0,pass-through ratio 191.0% within 72h,0.9988745201733668,0.9901,T1_same_day,review,train,1,30-day value with high-risk jurisdictions,30-day wire value,90-day debit value,90-day wire value
R003-833-30,R003,833,30,2025-10-01,67832.48,5.0,pass-through ratio 226.0% within 72h,0.998754771208442,0.9897,T1_same_day,review,train,1,30-day value with high-risk jurisdictions,30-day wire value,90-day debit value,90-day wire value
R003-833-31,R003,833,31,2025-10-02,15985.54,2.0,pass-through ratio 407.0% within 72h,0.9999998252685852,0.9995,T1_same_day,review,train,1,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,30-day wire value,90-day wire value
R003-841-100,R003,841,100,2025-12-10,117243.88,1.0,pass-through ratio 86.0% within 72h,0.3984702407760214,0.9075,T1_same_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-843-35,R003,843,35,2025-10-06,45393.83,3.0,pass-through ratio 83.0% within 72h,0.0942341091921752,0.831,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day largest transaction,share of 30-day credits arriving as cash
R003-843-55,R003,843,55,2025-10-26,194204.74,4.0,pass-through ratio 89.0% within 72h,0.2503902808934753,0.8846,T2_five_day,review,train,0,cash-intensive business type,7-day wire value,7-day largest transaction,share of 30-day credits arriving as cash
R003-843-152,R003,843,152,2026-01-31,135464.45,1.0,pass-through ratio 97.0% within 72h,0.7746944872478781,0.9407,T1_same_day,review,holdout,0,cash-intensive business type,7-day wire value,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-845-161,R003,845,161,2026-02-09,199124.57,1.0,pass-through ratio 95.0% within 72h,0.0204376926920962,0.7231,T2_five_day,review,holdout,0,cash-intensive business type,7-day wire value,90-day debit value,share of 30-day credits arriving as cash
R003-846-48,R003,846,48,2025-10-19,20000.0,2.0,pass-through ratio 150.0% within 72h,0.0005520282622303,0.369,T3_thirty_day,review,train,0,30-day value with high-risk jurisdictions,7-day round-value transaction count,cash-intensive business type,7-day high-risk jurisdiction count
R003-846-55,R003,846,55,2025-10-26,15000.0,4.0,pass-through ratio 175.0% within 72h,2.8903309862520524e-05,0.1475,T3_thirty_day,deferred,train,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,7-day high-risk jurisdiction count
R003-846-56,R003,846,56,2025-10-27,20000.0,6.0,pass-through ratio 253.0% within 72h,1.774170139745863e-06,0.0494,T3_thirty_day,deferred,train,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,7-day high-risk jurisdiction count
R003-846-57,R003,846,57,2025-10-28,25000.0,6.0,pass-through ratio 203.0% within 72h,2.6533656113825544e-05,0.1427,T3_thirty_day,deferred,train,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,7-day high-risk jurisdiction count
R003-846-59,R003,846,59,2025-10-30,20000.0,4.0,pass-through ratio 184.0% within 72h,2.791615491345733e-06,0.0599,T3_thirty_day,deferred,train,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,7-day high-risk jurisdiction count
R003-846-60,R003,846,60,2025-10-31,20000.0,5.0,pass-through ratio 284.0% within 72h,6.057323602243288e-06,0.0805,T3_thirty_day,deferred,train,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,7-day high-risk jurisdiction count
R003-846-61,R003,846,61,2025-11-01,25000.0,3.0,pass-through ratio 200.0% within 72h,7.265838005317718e-07,0.0341,T3_thirty_day,deferred,train,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,7-day high-risk jurisdiction count
R003-848-26,R003,848,26,2025-09-27,26928.01,2.0,pass-through ratio 91.0% within 72h,0.0025826543875882,0.5253,T3_thirty_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-848-41,R003,848,41,2025-10-12,67575.3,1.0,pass-through ratio 90.0% within 72h,0.0090593321128729,0.648,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-849-36,R003,849,36,2025-10-07,20243.29,4.0,pass-through ratio 395.0% within 72h,0.3736623135005053,0.9043,T1_same_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R003-849-37,R003,849,37,2025-10-08,35563.74,4.0,pass-through ratio 225.0% within 72h,0.530989997081088,0.9229,T1_same_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R003-849-41,R003,849,41,2025-10-12,72854.18,7.0,pass-through ratio 335.0% within 72h,0.3836790509649644,0.9057,T1_same_day,review,train,0,7-day wire value,cash-intensive business type,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R003-849-42,R003,849,42,2025-10-13,33898.85,6.0,pass-through ratio 703.0% within 72h,0.3468146362710624,0.9013,T1_same_day,review,train,0,7-day wire value,cash-intensive business type,7-day largest transaction,share of 30-day credits arriving as cash
R003-849-43,R003,849,43,2025-10-14,66318.76,4.0,pass-through ratio 208.0% within 72h,0.0798830816406707,0.8202,T2_five_day,review,train,0,7-day wire value,cash-intensive business type,30-day wire value,90-day wire value
